time,real,ma_pred,lr_pred,lstm_pred,arima_pred,ma_error,lr_error,lstm_error,arima_error,ma_accuracy,lr_accuracy,lstm_accuracy,arima_accuracy
2026-04-20 03:00:00,45.5161855356609,43.724101851851856,43.041801523368605,39.34983989713838,43.1982409102312,3.937244878319141,5.436272796527893,13.547588766398997,5.0925722315057484,96.06275512168087,94.56372720347211,86.452411233601,94.90742776849424
2026-04-20 04:00:00,48.57194444444445,44.34337666003512,45.07632595017971,40.24411657503622,44.14462295847946,8.705782386879475,7.196785169395377,17.145345867167038,9.114976838180452,91.29421761312052,92.80321483060462,82.85465413283296,90.88502316181955
2026-04-20 05:00:00,46.47547222222222,46.001293326701784,49.776926767732355,41.83456733134058,47.08720564744725,1.0202777354324764,7.1036492748782525,9.985707877676168,1.3162500475520202,98.97972226456753,92.89635072512175,90.01429212232384,98.68374995244798
2026-04-20 06:00:00,46.02630555555556,46.85453406744252,46.87647798996438,42.89115308177141,45.53815284515472,1.799467721534282,1.8471446364136859,6.81165354451467,1.0605950325767954,98.20053227846572,98.15285536358631,93.18834645548533,98.9394049674232
2026-04-20 07:00:00,37.28702777777777,47.024574074074074,46.06553775055261,43.881649955627,47.56965215013529,26.115104572909026,23.543067109271256,17.68610310575484,27.576948298586913,73.88489542709098,76.45693289072875,82.31389689424516,72.42305170141309
2026-04-20 08:00:00,32.57069444444444,43.26293518518519,34.28233436293792,43.99359420355824,39.56580404559559,32.827794811002306,5.255153283308112,35.07109674495194,21.47669775074231,67.1722051889977,94.74484671669188,64.92890325504806,78.52330224925768
2026-04-20 09:00:00,30.957180555555556,38.62800925925926,30.197724172188103,42.1437164864358,30.118833190012246,24.778835042608875,2.453247904810123,36.13551276352495,2.708086946221789,75.22116495739112,97.54675209518987,63.86448723647505,97.29191305377822
2026-04-20 10:00:00,32.509277777777775,33.60496759259259,32.07631747546893,40.39492081643311,30.74670421337353,3.370391130509172,1.3318053549771542,24.256592510479226,5.42175552607656,96.62960886949082,98.66819464502285,75.74340748952078,94.57824447392343
2026-04-20 11:00:00,35.093444444444444,32.01238425925926,38.3481499628695,38.00008238999256,34.43141399150804,8.779588991507335,9.274397454993334,8.282566706011277,1.886478980381792,91.22041100849266,90.72560254500667,91.71743329398872,98.1135210196182
2026-04-20 12:00:00,35.306583333333336,32.85330092592593,41.788423192642426,36.85491121998016,37.38236446587882,6.948512644924314,18.358728733713278,4.385380120270744,5.879303338269265,93.0514873550757,81.64127126628672,95.61461987972926,94.12069666173073
